,subred,title,text
712,todayilearned,TIL: Indiana liquor stores can't sell refrigerated water or soda. The law specifies that they should be in the exclusive business of selling adult beverages and that any water or soda sold needs to be room temperature.,
713,todayilearned,[TIL] Michael Jackson beatboxed and hummed out all his music into recorders as part of his creative process because he didn't play any instruments.,
714,todayilearned,"TIL of the Great Smog of London. In 1952, several days of intense smog that killed thousands and sickened 100,000.",
715,todayilearned,"TIL in 1556, the deadliest earthquake in recorded history struck Shensi province in China, killing about 830,000 people.",
716,todayilearned,"TIL about Stendhal Syndrome, a psychological reaction to seeing something incredibly beautiful. It has been observed in tourists visiting the Uffizi Gallery in Florence, many of whom experience palpitations, dizziness, and even fainting.",
717,todayilearned,"TIL to reconstruct the Great Pyramid of Giza today, it would require about $5 billion, 5 years, 1,500 to 2,000 workers, and 2.3 million stones weighing 3 tons each, according to Jean-Pierre Houdin, a French architect who has helped create a virtual model of the ancient construction system.",
718,todayilearned,"TIL “Our local group alone is 10 million light-years in diameter, containing the Milky Way and Andromeda galaxies, along with about 50 dwarf galaxies, but that only accounts for 0.00000000001 percent of the observable universe.”",
719,todayilearned,"TIL of Brewdog Brewery who serves the worlds strongest beer out of dead animals. It was created in 2010 with an initial batch of 12, the beer is 55% alcohol and has a price tag of 500-700 euros and comes in a dead animal.",
720,todayilearned,"TIL that some ""Negative Ion"" products may contain varying minerals from volcanic ash and titanium to less familiar ones such as tourmaline, zeolite, germanium and monazite sand. They may also contain naturally occurring radioactive elements, including uranium and thorium.",
721,todayilearned,"TIL That Scarlett Johansson , Vin Diesel, Kiefer Sutherland, Ashton Kutcher, and Rami Malek all have twin siblings",
722,todayilearned,"TIL the maned wolf (Chrysocyon brachyurus) is the largest canid of South America. It is neither a fox nor a wolf. It is the only species in the genus Chrysocyon which literally means ""golden dog"", and it communicates mainly by scent markings and a kind of ""roar-barking."" Its urine smells like weed.",
723,todayilearned,TIL That they have run the famous Breakman's Dilemma (focussing of automated cars) around the world and found that moral absolutes are neither always moral (depending on your culture) nor absolute.,
724,todayilearned,TIL Indiana was the last state to allow Coors to be sold owing to exclusive distributorship rules.,
725,todayilearned,TIL the directors of the film Despicable Me actually wrote their own language for the Minions called Minionise,
726,todayilearned,"TIL In 1824, Charles Macintosh, a Scottish chemist, invented the Mackintosh, one of the first waterproof fabrics ever made.",
727,todayilearned,"TIL Lillies are very dangerous to cats especially those in the ""daylily"" and ""truelily"" family.",
728,todayilearned,"TIL of Carl Unthan (1848-1929), a Prussian violinist who was born without arms. At the age of 10, he taught himself to play the violin by strapping it to a stool. If he broke a string- he replaced it and tuned it using only his toes. He was also a skilled marksman, operating a rifle with his feet.",
729,todayilearned,"TIL That the first sci-fi story was arguably written in 2nd century Rome--it included space travel via a flying ship, battles between alien armies, and visiting various civilizations throughout the galaxy",
730,todayilearned,"TIL that Tetilla, a Galician cheese with DOP recognition (specialty food products with specific origin), loosely translates to Little Tit. It's characterised by it's pear shaped cone and nipple top.",
731,todayilearned,"TIL that The Four Freedoms were goals articulated by United States President Franklin D. Roosevelt on Monday, January 6, 1941. In an address known as the Four Freedoms speech ), he proposed four fundamental freedoms that people ""everywhere in the world ought to enjoy:",
732,todayilearned,"TIL: Street pigeons (also known as feral pigeons) are descended from domesticated pigeons, not wild ones.",
733,todayilearned,TIL That Metallica Garage Inc generates so much in royalties that it became a de-facto pension plan for the artists covered,
734,todayilearned,"TIL the pronunciation of ""-ing"" as ""-in"" ( e.g. ""she was cleanin' "") is actually the original pronunciation, with the ""ing"" pronunciation having caught on later perhaps under influence of the spelling. The ""in"" pronunciation survives today in colloquial speech",
735,todayilearned,TIL that gravity is the only fundamental force that does not have a clear explanation at the quantum level. Sub-atomic particles like electrons can be used to explain the other three forces. The existence of a graviton particle is theorized but has yet to be proven.,
736,todayilearned,"TIL John Wilkes Booth wasn't really a lone gunman - he had 8 coconspirators who were convicted. And their plot was to kill not just Lincoln, but also the Vice President and Secretary of State.",
737,todayilearned,"TIL Larry Tesler was working at Xerox Palo Alto Research Center (PARC) when he first implemented Copy &amp; Paste in the mid 70s with Tim Mott. Tesler then left PARC to join Apple in 1980. His reason was Apple had clearly gotten the idea of computers, while Xerox still thought itself a copier company.",
